timestamp,equity,w_VTI,px_VTI,w_SCHZ,px_SCHZ,w_PDBC,px_PDBC,w_VIXM,px_VIXM
2026-03-18T00:18:49.023605+00:00,100000.0,0.281161,330.57,0.128801,23.34,0.297012,17.17,0.293027,16.42
